hospital_config_id,hospital_config_description,number_of_beds,number_of_beds_locked,branch_id,hospital_id,description,email,fax,phone,active,create_date,update_date,user_id,managment_id
167,telefon: 326219514  fax: brak uwagi: Oddział Chirurgii Ogólnej i Krótkoterminowej,32,0,45,39,null,null,null,null,t,null,null,null,null
168,telefon: 326216515  fax: brak uwagi: w tym 2 łóżka IOM,12,0,22,39,null,null,null,null,t,null,null,null,null
169,telefon: 326216515  fax: brak uwagi: w tym 4 łóżka IOM,16,0,24,39,null,null,null,null,t,null,null,null,null
170,telefon: 326219519  fax: brak uwagi: Oddział Psychiatryczny z Pododdziałem Detoksykacji Alkoholowych Zespołów Abstynencyjnych,34,0,66,39,null,null,null,null,t,null,null,null,null
171,telefon: 326219526  fax: brak uwagi: w tym 2 łóżka IOM,35,0,42,39,null,null,null,null,t,null,null,null,null
172,"telefon: Neonatologii: 326219526, Patologii Noworodka: 326219528  fax: brak uwagi: Oddz. Neonatologii 15 łóżek \r\nOddz. Patologii Noworodka 10 łóżek (w tym 2 łóżka IOM)",25,0,75,39,null,null,null,null,t,null,null,null,null
173,telefon: 326219528  fax: brak uwagi: ,29,0,40,39,null,null,null,null,t,null,null,null,null
174,telefon: 326219521  fax: brak uwagi: ,9,0,61,39,null,null,null,null,t,null,null,null,null
782,"telefon:   fax:  uwagi: 2 łóżka kod 4220, 4 łóżka kod 4222, 2 łóżka kod 4450, 2 łóżka kod 4421.",10,0,191,39,null,null,null,null,t,null,null,null,null
175,telefon: 32 6164482 wew. 260  fax: 32 7519844 uwagi: Oddział Chirurgii Ogólnej i Endokrynologicznej. W tym 5 łóżek IOM.,45,0,45,41,null,null,null,null,t,null,null,null,null
176,telefon: 32 6164482 wew. 254  fax: 32 7519844 uwagi: W tym 3 łóżka IOM.,41,0,106,41,null,null,null,null,t,null,null,null,null
177,telefon: 32 6164482 wew. 254  fax: 32 7519844 uwagi: W tym 2 łóżka IOM.,26,0,46,41,null,null,null,null,t,null,null,null,null
178,telefon: 32 6164482 wew. 252  fax: 32 7519844 uwagi: W tym 2 łóżka IOM.,40,0,42,41,null,null,null,null,t,null,null,null,null
179,telefon: 32 6164482 wew. 149  fax: 32 7519844 uwagi: 22 w tym 7 inkubatorów,22,0,75,41,null,null,null,null,t,null,null,null,null
180,telefon: 32 6164482 wew. 143  fax: 32 7519844 uwagi: Oddział Chorób Wewnętrznych z Pododdziałem Gastroenterologicznym. W tym 4 łóżka IOM.,62,0,1,41,null,null,null,null,t,null,null,null,null
181,telefon: 32 6164482 wew. 268  fax: 32 7519844 uwagi: ,32,0,10,41,null,null,null,null,t,null,null,null,null
182,telefon: 32 6164482 wew. 128  fax: 32 7519844 uwagi: W tym 2 łóżka IOM.,30,0,40,41,null,null,null,null,t,null,null,null,null
183,telefon: 32 6164482 wew. 134  fax: 32 7519844 uwagi: W tym 2 łóżka IOM.,16,0,22,41,null,null,null,null,t,null,null,null,null
184,"telefon: 326164482 wew. 123, 323174523  fax: 327519844 uwagi: ",9,0,100,41,null,null,null,null,t,null,null,null,null
185,telefon: 32 6164482 wew. 178  fax: 32 7519844 uwagi: W tym 2 łóżka IOM.,20,0,64,41,null,null,null,null,t,null,null,null,null
186,telefon: 32 6164482 wew. 134  fax: 32 7519844 uwagi: W tym 4 łóżka IOM.,16,0,24,41,null,null,null,null,t,null,null,null,null
633,"telefon: 32 6164482 wew. 271; 32 3174589, 32 3174588  fax: 32 7519844 uwagi: Stanowiska IT",2,0,72,41,null,null,null,null,t,null,null,null,null
763,telefon:   fax:  uwagi: 4500- 5\r\n4580- 3\r\n5401- 2\r\n4450- 2\r\n4000- 4\r\n4401- 2\r\n4220- 2\r\n4902- 2\r\n4640- 2\r\n4222- 4,28,0,191,41,null,null,null,null,t,null,null,null,null
765,telefon: 32 6164482 wew. 271  fax: 32 7519844 uwagi: W tym 2 łóżka IOM,6,0,192,41,null,null,null,null,t,null,null,null,null
187,telefon: 32 6740206  fax: 32 6721532 uwagi: Oddział Chorób Wewnętrznych z Pododdziałem Kardiologicznym (w tym 4 łóżka IOM).,64,0,1,42,null,null,null,null,t,null,null,null,null
188,telefon: 32 6740244  fax: 32 6721532 uwagi: W tym 4 łóżka IOM.,28,0,45,42,null,null,null,null,t,null,null,null,null
189,telefon: 32 6740278  fax: 32 6721532 uwagi:  W tym 2 łóżka IOM.,18,0,40,42,null,null,null,null,t,null,null,null,null
190,telefon: 32 6740280  fax: 32 6721532 uwagi: Oddział Położniczo-Ginekologiczny z Blokiem Porodowym. W tym 2 łóżka IOM. ,30,0,42,42,null,null,null,null,t,null,null,null,null
191,telefon: 32 6740291  fax: 32 6721532 uwagi: w tym Pododdział Skórno-Wenerologiczny,22,0,111,42,null,null,null,null,t,null,null,null,null
192,telefon: 32 6740204  fax: 32 6721532 uwagi: Oddział Neurologiczny z Pododdziałem Udarowym. W tym 8 łóżek IOM.,44,0,22,42,null,null,null,null,t,null,null,null,null
194,telefon: 32 6740307  fax: 32 6721532 uwagi: ,17,0,59,42,null,null,null,null,t,null,null,null,null
195,telefon: 32 6740273  fax: 32 6721532 uwagi: W tym 2 łóżka IOM.,28,0,106,42,null,null,null,null,t,null,null,null,null
196,telefon: 32 6740257  fax: 32 6721532 uwagi: Oddział Noworodków z Pododdziałem Patologii Noworodka .\r\n,12,0,75,42,null,null,null,null,t,null,null,null,null
197,telefon: 326740209  fax: 326721532 uwagi: w tym 7 łóżek IOM.,7,0,100,42,null,null,null,null,t,null,null,null,null
829,telefon: 32 6740204  fax: 32 6721532 uwagi: ,24,0,24,42,null,null,null,null,t,null,null,null,null
199,telefon:   fax: 32 6721532 uwagi: Brak kontraktu,24,0,88,42,null,null,null,null,t,null,null,null,null
827,"telefon:   fax:  uwagi: 4 łóżka kod 4000, 2 lóżka kod 4500, 2 łóżka kod 4401, 2 łóżka kod 4450, 1 łóżko 4220, 2 łóżka kod 4580, 7 łóżek kod 4260, 4 łóżka 4222",24,0,191,42,null,null,null,null,t,null,null,null,null
1069,telefon:   fax:  uwagi: ,33,0,203,42,null,null,null,null,t,null,null,null,null
928,"telefon: 32 674 02 22  fax: 32 672 24 57 uwagi: Szpitalny Oddział Ratunkowy:\r\n4 łóżka obserwacyjne,\r\n2 łózka IT",6,0,192,42,null,null,null,null,t,null,null,null,null
929,"telefon: Rejestracja SOR (dyżurka pielęgniarska): 32 6740222, Gabinet lekarski: 32 6740419  fax: 32 672 24 57 uwagi: Szpitalny Oddział Ratunkowy:\r\n2 łóżka IT,\r\n4 łóżka obserwacyjne",6,0,72,42,null,null,null,null,t,null,null,null,null
200,"telefon: 32 2382091/96  fax: 32 2382311 uwagi: Oddział Ginekologii, Położnictwa i Patologii Ciąży",63,0,42,45,null,null,null,null,t,null,null,null,null
201,"telefon: 32 2382091/96  fax: 32 2382311 uwagi: Oddział Fizjologii, Patologii i Intensywnej Opieki Medycznej Noworodków. W tym 2 łóżka IOM.",41,0,75,45,null,null,null,null,t,null,null,null,null
202,telefon: 32 2382091/96  fax: 32 2382311 uwagi: ,13,0,59,45,null,null,null,null,t,null,null,null,null
203,telefon: 32 2382091/96  fax: 32 2382311 uwagi: 1 łóżko IOM.,20,0,61,45,null,null,null,null,t,null,null,null,null
705,"telefon:   fax:  uwagi: 2 łóżka IOM kod 4421, 1 łóżko IOM - kod 4610",3,0,191,45,null,null,null,null,t,null,null,null,null
204,"telefon: lek. 323576283, piel. 323576221  fax: 32 3576238 uwagi: Oddział Chorób Wewnętrznych z Pododdziałem Diagnostyki Kardiologicznej oraz Diabetologii\r\nw tym 2 IOM",40,0,1,46,null,null,null,null,t,null,null,null,null
205,"telefon: lek.:323576258, 323576263, piel.:323576271, 323576267  fax: 32 3576238 uwagi: Oddział Ginekologiczno-Położniczy z Pododdziałem Ginekologii Onkologicznej, w tym 4 łóżka IOM.",38,0,42,46,null,null,null,null,t,null,null,null,null
206,"telefon: lek. 323576265, piel. 323576264  fax: 32 3576238 uwagi: W tym 3 łóżka IOM, 26 łóżek dla noworodków, 6 inkubatorów. ",32,0,75,46,null,null,null,null,t,null,null,null,null
207,"telefon: lek. 323576239, piel. 323576292  fax: 32 3576238 uwagi: W tym 2 łóżka IOM.",27,0,106,46,null,null,null,null,t,null,null,null,null
208,"telefon: lek. 323576209, piel. 323576249  fax: 32 3576238 uwagi: W tym 2 łóżka IOM.",22,0,45,46,null,null,null,null,t,null,null,null,null
209,"telefon: lek. 32 3576230, sala IT. 32 3576215, piel. 32 3576256  fax: 32 3576238 uwagi: 6 stanowisk IT.",6,0,100,46,null,null,null,null,t,null,null,null,null
210,"telefon: lek. 323576239, piel. 323576292  fax: brak uwagi: Pododdział Ortopedii dla Dzieci, w tym 2 łóżka IOM.",3,0,108,46,null,null,null,null,t,null,null,null,null
803,telefon:   fax:  uwagi: 4000 (Oddział chorób wew. I) - 4 IOM,4,0,191,70,null,null,null,null,t,null,null,null,null
667,"telefon:   fax:  uwagi: Oddział 4000 - 2 łóżka IOM,\r\nOddział 4450 - 4 łóżka IOM,\r\nOddział 4421 - 3 łóżek IOM,\r\nOddział 4580 - 2 łóżka IOM,\r\nOddział 4581 - 2 łóżka IOM,\r\nOddział 4500 - 2 łóżka IOM.",15,0,191,46,null,null,null,null,t,null,null,null,null
212,"telefon: 32 2334112 wew. 283  fax: 32 2335244, 32 2334325 uwagi: Oddział internistyczny VIII - 28 łóżek, w tym 6 IOM",28,0,1,48,null,null,null,null,t,null,null,null,null
213,"telefon: Oddz. przew. XI: 32 2334112 wew. 231; Oddz. przew. XIV: 32 2334112 wew. 235; Oddz. przew. XV: 32 2334112 wew. 236   fax: 32 2335244, 32 2334325 uwagi: Oddział Psychiatryczny przewlekły XI - 45\r\nOddział Psychiatryczny przewlekły XIV - 30\r\nOddział Psychiatryczny przewlekły XV - 32",107,0,125,48,null,null,null,null,t,null,null,null,null
214,"telefon: Oddz. sąd. V: 32 2334112 wew. 225; Oddz. sąd. VI: 32 2334112 wew. 226; Oddz. sąd. dla nielet. o wzmoc. zab. XVII: 32 2334112 wew. 360   fax: 32 2335244, 32 2334325 uwagi: Oddział psychiatryczny sądowy VI  - 30\r\nOddział psychiatryczny sądowy V - 30\r\nOddział psychiatryczny sądowy dla nieletnich o wzmocnionym zabezpieczeniu XVII - 25",85,0,92,48,null,null,null,null,t,null,null,null,null
216,"telefon: 32 2334112 wew. 232  fax: 32 2335244, 32 2334325 uwagi: Oddział Detoksykacji Alkoholowej XII",25,0,94,48,null,null,null,null,t,null,null,null,null
217,"telefon: 32 2334112 wew. 233  fax: 32 2335244, 32 2334325 uwagi: Oddział Odwykowy Alkoholowy",26,0,95,48,null,null,null,null,t,null,null,null,null
219,"telefon: Oddz. ogól. I: 32 2334112 wew. 221; Oddz. ogól. II: 32 2334112 wew. 222; Oddz. ogól. III: 32 2334112 wew. 223; Oddz. ogól. IV: 32 2334112 wew. 224; Oddz. ogól. IX: 32 2334112 wew. 229; Oddz. ogól. X: 32 2334112 wew. 230     fax: 32 2335244, 32 2334325 uwagi: Oddział psychiatryczny ogólny I - 40 (męski)\r\nOddział psychiatryczny ogólny II - 45 (męski)\r\nOddział psychiatryczny ogólny III - 45 (męski)\r\nOddział psychiatryczny ogólny IV - 45 (męski)\r\nOddział psychiatryczny ogólny IX - 45 (żeński)\r\nOddział psychiatryczny ogólny X - 45 (żeński)",265,0,66,48,null,null,null,null,t,null,null,null,null
220,"telefon: 32 2334838  fax: 32 2335244, 32 2334325 uwagi: Oddział Rehabilitacji Psychiatrycznej XVI w Dąbrówce - Rezerwat Przyrody \""Hubertus\"", 44-187 Wielowieś",40,0,68,48,null,null,null,null,t,null,null,null,null
221,telefon: 32 33 08 300  fax: 32 33 08 401 uwagi: w tym 4 IOM,38,0,1,49,null,null,null,null,t,null,null,null,null
224,telefon: 32 33 08 300  fax: 32 33 08 401 uwagi: ,6,0,59,49,null,null,null,null,t,null,null,null,null
226,telefon: 32 33 08 300  fax:  uwagi: w tym 7 stanwisk IT,7,0,100,49,null,null,null,null,t,null,null,null,null
699,"telefon:   fax:  uwagi: 7 łóżkek kod 4260,",7,0,191,49,null,null,null,null,t,null,null,null,null
227,telefon: 326027000  fax: 326027102 uwagi: w tym 1 łóżko IOM,58,0,64,50,null,null,null,null,t,null,null,null,null
676,telefon:   fax:  uwagi: 2 łóżka kod 4640.,2,0,191,50,null,null,null,null,t,null,null,null,null
229,telefon:   fax:  uwagi: w tym 2 łóżka Intensywnego nadzoru kardiologicznego,35,0,1,51,null,null,null,null,t,null,null,null,null
230,telefon:   fax:  uwagi: ,18,0,45,51,null,null,null,null,t,null,null,null,null
231,telefon:   fax:  uwagi: ,18,0,106,51,null,null,null,null,t,null,null,null,null
678,telefon:   fax:  uwagi: 2 IOM - kod 4220,2,0,191,51,null,null,null,null,t,null,null,null,null
232,"telefon: 33 4991840, 33 4991860, 33 4991880  fax: 33 4991814, 33 4991863, 33 4991879  uwagi: Oddział Pulmunologiczny z Pododdziałem chemioterapii - 36 łóżek\r\nOddział Pulmunologiczno-Alergologiczny - 28 łóżek\r\nOddział Pulmunologiczny - 29 łóżek",93,0,133,52,null,null,null,null,t,null,null,null,null
233,telefon: 33 4991870  fax:  uwagi: ,28,0,1,52,null,null,null,null,t,null,null,null,null
234,telefon: 33 4991890  fax: 33 4991891 uwagi: ,45,0,47,52,null,null,null,null,t,null,null,null,null
235,telefon: 334991899  fax: brak uwagi: ,5,0,100,52,null,null,null,null,t,null,null,null,null
799,telefon:   fax:  uwagi: ,1,0,191,52,null,null,null,null,t,null,null,null,null
858,telefon: 33 4991855  fax: 33 4991851 uwagi: ,35,0,31,52,null,null,null,null,t,null,null,null,null
236,"telefon: O. Wew. 32 3255213 ; O. Wew. z kardiol. 32 3255316  fax:   uwagi: Oddział Chorób Wewnętrznych - 55\r\nOddział Chorób Wewnętrznych z Pododdziałem Kardiologicznym - 35, w tym 2 łóżka IOM.",90,0,1,53,null,null,null,null,t,null,null,null,null
237,telefon: 32 3255382  fax:  uwagi: ,20,0,20,53,null,null,null,null,t,null,null,null,null
238,telefon: 32 3255308  fax:  uwagi: ,20,0,8,53,null,null,null,null,t,null,null,null,null
239,telefon: 32 3255219  fax:  uwagi: w tym 1 IOM,40,0,22,53,null,null,null,null,t,null,null,null,null
240,telefon: 32 3255219  fax:  uwagi: W tym 4 łóżek IOM.,18,0,24,53,null,null,null,null,t,null,null,null,null
241,telefon: 32 3255306  fax:  uwagi: ,15,0,111,53,null,null,null,null,t,null,null,null,null
242,"telefon: 323255216, 323255373, 323255367  fax:  uwagi: Dializy - TAK",10,0,100,53,null,null,null,null,t,null,null,null,null
243,telefon: 32 3255251  fax:  uwagi: ,18,0,61,53,null,null,null,null,t,null,null,null,null
244,telefon: 32 3255241  fax:  uwagi: Oddział chirurgii ogólnej i onkologicznej,45,0,45,53,null,null,null,null,t,null,null,null,null
245,telefon: 32 3255228  fax:  uwagi: ,20,0,59,53,null,null,null,null,t,null,null,null,null
246,telefon: 32 3255239  fax:  uwagi: Oddział ginekologiczno - położniczy z pooddziałem ginekologii onkologicznej,70,0,42,53,null,null,null,null,t,null,null,null,null
247,telefon: 32 3255230  fax:  uwagi: W tym 8 łóżek IOM.\r\n35 łóżek noworodków i 12 inkubatorów,47,0,75,53,null,null,null,null,t,null,null,null,null
743,"telefon:   fax:  uwagi: 2 łóżka kod 4000, 1 łóżko kod 4220, 4 łóżka kod 4222, 8 łóżek kod 4421",15,0,191,53,null,null,null,null,t,null,null,null,null
857,telefon: 32 3255246  fax:  uwagi: Oddział Chirurgii Rekonstrukcyjnej Narządu Ruchu,38,0,106,53,null,null,null,null,t,null,null,null,null
248,telefon: 324784341  fax: 324784202 uwagi: W tym 1 izolatka. Dializy - TAK.\r\nW tym 13 stanowisk IT,13,0,100,54,null,null,null,null,t,null,null,null,null
249,telefon: 324784371  fax: 324784202 uwagi: w tym 4 łóżek IOM,33,0,55,54,null,null,null,null,t,null,null,null,null
250,telefon: 324784461  fax: 324784202 uwagi: ,34,0,45,54,null,null,null,null,t,null,null,null,null
251,telefon: 324784491  fax: 324784202 uwagi: ,40,0,106,54,null,null,null,null,t,null,null,null,null
253,telefon: 324784432  fax: 324784202 uwagi: ,42,0,42,54,null,null,null,null,t,null,null,null,null
254,telefon: 324784412  fax: 324784202 uwagi: w tym 2 stanowiska IOM,16,0,61,54,null,null,null,null,t,null,null,null,null
255,telefon: 324784422  fax: 324784202 uwagi: ,20,0,64,54,null,null,null,null,t,null,null,null,null
256,"telefon: Oddz. Gastr.-Wew.:324784381, Oddz. Nefrol. - Wew.: 324784350  fax: 324784202 uwagi: \r\nOddział Nefrologiczno - Wewnętrzny - 16, w tym 2 IOM\r\nOddział Gastrologiczno - Wewnętrzny - 37, w tym 2 IOM",51,0,1,54,null,null,null,null,t,null,null,null,null
257,telefon: 324784442  fax: 324784202 uwagi: ,14,0,59,54,null,null,null,null,t,null,null,null,null
259,telefon: 324784481  fax: 324784202 uwagi: w tym 2 łóżka IOM,22,0,22,54,null,null,null,null,t,null,null,null,null
260,telefon: 324784481  fax: 324784202 uwagi: w tym 4 łóżka IOM,16,0,24,54,null,null,null,null,t,null,null,null,null
261,"telefon: 324784291, 324784294, 324784293  fax: 324784202 uwagi: z Pododdziałem Patologii Noworodka i Niemowlęcia\r\nw tym 8 stanowisk IT ",8,0,101,54,null,null,null,null,t,null,null,null,null
262,"telefon: 324784591  fax: 324784202 uwagi: w tym: 6 inkubatorów i 17 łóżeczek\r\nw tym 2 intensywnej terapi noworidka\r\nw tym 2 opieki ciągłej dla noworodków po sztucznej wentylacji,\r\nw tym 2 opieki pośredniej dla noworodków niewymagających wsparcia oddechowego",23,0,75,54,null,null,null,null,t,null,null,null,null
263,"telefon: sekretariat 324784735, lekarz 32 478 47 36, dyżurka lekarska 32 4784718, pielęgniarka oddziałowa 324784742, dyżurka pielęgniarska 32 4784740,   fax: 324784202,  uwagi: \r\n",20,0,40,54,null,null,null,null,t,null,null,null,null
766,"telefon:   fax:  uwagi: 4 łóżka kod 4570, 6 łóżek kod 4000, 2 łóżka 4220",12,0,191,54,null,null,null,null,t,null,null,null,null
1061,telefon: 32 4784391  fax:  uwagi: W tym 2 łóżka IOM,40,0,10,54,null,null,null,null,t,null,null,null,null
1047,"telefon: 324784391  fax: 324784202, uwagi: w tym 6 stanowisk IT",6,0,14,54,null,null,null,null,t,null,null,null,null
264,telefon: 322283030 wew. 241 lub 242  fax: 322281498 uwagi: Oddział Chirurgii Ogólnej i Onkologicznej ///\r\n\r\nw tym 2 łóżka IOM,20,0,45,55,null,null,null,null,t,null,null,null,null
265,telefon: 322283030 wew. 220 lub 232  fax: 322281498 uwagi: w tym 2 łóżka IOM,22,0,106,55,null,null,null,null,t,null,null,null,null
266,telefon: 322283030 wew.  274 lub 287  fax: 322281498 uwagi: Oddział Chorób Wewnętrznych i Gastroenterologii ///\r\n\r\nw tym 2 łóżka IOM\r\n\r\n,34,0,1,55,null,null,null,null,t,null,null,null,null
267,"telefon: 322283030 wew. 253 (gin.) lub 206, 248, 277 (położn.)  fax: 322281498 uwagi: ",24,0,42,55,null,null,null,null,t,null,null,null,null
268,telefon: 322283030 wew. 202  fax: 322281498 uwagi: Łóżka noworodkowe - 9 ///\r\nInkubatory - 3,12,0,75,55,null,null,null,null,t,null,null,null,null
269,"telefon: 322283030 wew. 224, 236 lub 269  fax: 322281498 uwagi: Oddział Anestezjologii i Intensywnej Terapii ///\r\n6 łóżek intensywnej terapii ///\r\nDializy - NIE",6,0,100,55,null,null,null,null,t,null,null,null,null
772,"telefon:   fax:  uwagi: 2 łóżka kod 4500, 2 łóżka kod 4580, 2 łóżka kod 4000 ",6,0,191,55,null,null,null,null,t,null,null,null,null
270,"telefon: 324200378  fax: 322514533 uwagi: Oddział Onkologiczny z Pododdziałem Chorób Wewnętrznych, .w tym 4 łóżka IOM",80,0,110,57,null,null,null,null,t,null,null,null,null
271,telefon: 324200219  fax: 322514533 uwagi: ,11,0,20,57,null,null,null,null,t,null,null,null,null
272,telefon: 324200301  fax: 322514533 uwagi: w tym 4 łóżka IOM,45,0,42,57,null,null,null,null,t,null,null,null,null
273,telefon: 324200306  fax: 322514533 uwagi: W tym 24 łóżka dla noworodków.,19,0,75,57,null,null,null,null,t,null,null,null,null
274,telefon: 324200205  fax: 322514533 uwagi: w tym 2 łóżka OIOM,40,0,133,57,null,null,null,null,t,null,null,null,null
1049,telefon:   fax:  uwagi: W tym 7 stanowisk IT,7,0,100,57,null,null,null,null,t,null,null,null,null
277,"telefon: 324200415, 324200419  fax: 322514533 uwagi: ul. Józefowska 119, w tym 2 łóżka IOM.",58,0,8,57,null,null,null,null,t,null,null,null,null
793,"telefon:   fax:  uwagi: 2 łóżka kod 4240, 4 łóżka kod 4450, 2 łóżka kod 4421, 2 łóżka kod 4580, 2 łóżka kod 4060.",12,0,191,57,null,null,null,null,t,null,null,null,null
1011,telefon:   fax:  uwagi: Oddział Chirurgii Onkologicznej z Pododdziałem Chirurgii Naczyniowej,22,0,49,57,null,null,null,null,t,null,null,null,null
278,telefon: 32 7555332  fax:  uwagi: W tym 2 łóżka IOM.,30,0,45,58,null,null,null,null,t,null,null,null,null
279,telefon: 32 7555352  fax:  uwagi: W tym 2 łóżka IOM.,38,0,106,58,null,null,null,null,t,null,null,null,null
280,"telefon: 32 7555302  fax:  uwagi: 47 łóżek+16 łóżeczek, w tym 2 łóżka IOM.",35,0,42,58,null,null,null,null,t,null,null,null,null
281,telefon: 32 7555162  fax:  uwagi: W tym 2 łóżka IOM.,18,0,40,58,null,null,null,null,t,null,null,null,null
282,telefon: 32 7555362  fax:  uwagi: W tym 2 łóżka IOM.\r\nCzasowe zaprzestanie działalności leczniczej ,12,0,61,58,null,null,null,null,t,null,null,null,null
283,telefon: 32 7555372  fax:  uwagi: W tym 2 łóżka IOM.,25,0,111,58,null,null,null,null,t,null,null,null,null
284,telefon: 32 7555212  fax:  uwagi: Dializy - TAK\r\n8 stanowisk IT,8,0,100,58,null,null,null,null,t,null,null,null,null
285,telefon: 32 7555222  fax:  uwagi: ,12,0,59,58,null,null,null,null,t,null,null,null,null
286,telefon: 32 7555152  fax:  uwagi: W tym 2 łóżka IOM.,20,0,133,58,null,null,null,null,t,null,null,null,null
287,telefon: 32 7553702  fax:  uwagi: W tym 2 łóżka IOM.,20,0,8,58,null,null,null,null,t,null,null,null,null
836,telefon: Oddz. I: 32 7555242 ; oddz. II: 32 7555202  fax:  uwagi: Oddział Wewnętrzny I - 30 (profil kardiologiczno-internistyczny)\r\nOddział Wewnętrzny II - 30 (profil nefrologiczno-gastroenterologiczno-internistyczny),60,0,1,58,null,null,null,null,t,null,null,null,null
837,"telefon:   fax:  uwagi: 2 łóżka kod 4500, 2 łóżka kod 4580, 2 łóżka kod 4450, 2 łóżka kod 4401, 2 łóżka kod 4610, 2 łóżka kod 4348, 8 łóżek kod 4260, 2 łóżka kod 4272, 2 łóżka kod 4060, 3 łóżka kod 4220, 6 łóżek kod 4222",33,0,191,58,null,null,null,null,t,null,null,null,null
290,"telefon: 343673503 (pokój lekarzy); 343673500 (dyż. pielęgn.)  fax: 343785251, 343785253 (Izba Przyjęć) uwagi: w tym 10 IOM (spełniają kryteria stanowisk IT)",10,0,100,59,null,null,null,null,t,null,null,null,null
291,"telefon: 343673553(pokój lekarzy); 343673554 (gabinet   fax: 343785251,343785253(Izba Przyjęć) uwagi: Oddział Anestezjologii i Intensywnej Terapii Dziecięcej z  Zespołem Wyjazdowym \""N\"".\r\n 8 inkubatorów",14,0,101,59,null,null,null,null,t,null,null,null,null
292,"telefon: 343673600 - dyżurka pielęgniarek, 343673116 - pokój lekarzy  fax: 343785251, 343785253 (Izba Przyjęć) uwagi: ul. Bialska 104/118, 42-200 Częstochowa;\r\nOddział Chirurgiczny Ogólny - 75, w tym 4 łóżek IOM.\r\n\r\n",52,0,45,59,null,null,null,null,t,null,null,null,null
293,"telefon: 343673109(pok. lekarzy);343673611(dyż. pielegn.)  fax: 343785251,343785253(Izba Przyjęć) uwagi: Oddział Chirurgii i Traumatologii Dziecięcej\r\nw tym 2 łózka IOM + 2 inkubatory",37,0,46,59,null,null,null,null,t,null,null,null,null
996,"telefon: 34 3673304 (p. lek.); 34 3673339 (dyż. piel.); 34 3673340 (gab. zabieg.)  fax: 34 3673309 (pok. sekr. med. pn-pt 7:00-14:35); 34 3785251 i 34 3785253 (Izba Przyjęć) uwagi: Oddział Onkologii z Pododdziałem Dziennym Chemioterapii. 62 łóżek (+ 8 miejsc pobytu dziennego), w tym 2 łóżka IOM.",62,0,110,59,null,null,null,null,t,null,null,null,null
295,"telefon: 343673474 (dyż. pielęgn.)  fax: 343785251, 343785253 (Izba Przyjęć) uwagi: Oddział Gastroenterologii Ogólnej i Onkologicznej z Pododdziałem Chorób Wewnętrznych\r\n",22,0,6,59,null,null,null,null,t,null,null,null,null
296,"telefon: 343673479, 343673575 (pokój lekarzy), 343673572 (dyż. pielęg.), 343673583 (blok porodowy-dyżurka), 343673530 (IP ginekol-położ.)  fax: 343785251, 343785253 (Izba Przyjęć) uwagi: ul. Bialska 104/118, 42-200 Częstochowa;\r\nOddział Ginekologii i Położnictwa  z Pododdziałem  Patologii Ciąży i Ginekologii Onkologicznej - 91, w tym 6 łóżka IOM\r\n\r\n",91,0,42,59,null,null,null,null,t,null,null,null,null
298,"telefon: 343673458 (dyż. pielęgn.), 343673456 (pokój lekarzy)  fax: 343785251, 343785253 (Izba Przyjęć) uwagi: ",23,0,10,59,null,null,null,null,t,null,null,null,null
299,"telefon: 343673459 (sala intensyw. nadzoru kardiol.), 343673456 (pokoj lekarzy)  fax: 343785251, 343785253 (Izba Przyjęć) uwagi: w tym 7 łóżek intensywnego nadzoru kardiologicznego",7,0,14,59,null,null,null,null,t,null,null,null,null
300,"telefon: 343673515 (pokój lekarzy), 343673517,343673514 (dyż. pielęgn.)  fax: 343785251, 343785253 (Izba Przyjęć) uwagi: Oddział  Nefrologii  z Pododdziałem Dializ Otrzewnowych",32,0,15,59,null,null,null,null,t,null,null,null,null
301,"telefon: 343673383 (pokój lekarzy); 343673385,343673386 (dyż . pielęgn.)  fax: 343785251, 343785253 (Izba Przyjęć) uwagi: Oddział Neurochirurgii z Pododdziałem Chirurgii Szczękowo-Twarzowej\r\nw tym 2 IOM",28,0,55,59,null,null,null,null,t,null,null,null,null
302,"telefon: 343673411 (pokój lekarzy), 343673412 (dyż. pielęgniarek)  fax: 343785251, 343785253 (Izba Przyjęć) uwagi: ul. Bialska 104/118, 42-200 Częstochowa;\r\nOddział Neurologiczny - 20, w tym 2 łóżka IOM\r\n\r\n",20,0,22,59,null,null,null,null,t,null,null,null,null
303,"telefon: 343673411 (pokój lekarzy), 343673412, 343673408 (dyż. pielęgniarek)  fax: 343785251, 343785253 (Izba Przyjęć) uwagi: w tym 6 IOM\r\n",21,0,24,59,null,null,null,null,t,null,null,null,null
843,telefon:   fax:  uwagi: 1 IOM - kod 4270,1,0,191,63,null,null,null,null,t,null,null,null,null
389,telefon: 323463671  fax: 322414733 uwagi: ,40,0,66,69,null,null,null,null,t,null,null,null,null
304,"telefon: Oddział Neonatologii: 34 3673564 (p. lekarzy); 34 3673467 (sala intensywnego nadzoru noworodków); Oddział Patologii: 343673345 (pok. lek.), 343673346(dyż.pielęgn.)  fax: 34 3673345 (p. lek. 24h); 34 3785251 i 34 3785253 (Izba Przyjęć) uwagi:  -  58 łóżek, w tym 5 łóżek IOM + 31 inkubatorów",58,0,75,59,null,null,null,null,t,null,null,null,null
305,"telefon: 343673212 (dyż.pielęgn.)  fax: 343785251, 343785253 (Izba Przyjęć) uwagi: ",27,0,59,59,null,null,null,null,t,null,null,null,null
